image_id,scab,healthy,frog_eye_leaf_spot,rust,complex,powdery_mildew,label
fcdef1da3b700810.jpg,1,0,0,0,0,0,scab
a891a7d7931e9aa8.jpg,1,0,0,0,0,0,scab
b424d0ff4f832437.jpg,0,0,0,0,1,0,complex
a95659962eb49a47.jpg,0,1,0,0,0,0,healthy
c13f35d942f03cd8.jpg,1,0,0,0,0,0,scab
a30b7c9e90c79738.jpg,0,1,0,0,0,0,healthy
81b637c03de1f899.jpg,0,1,0,0,0,0,healthy
f8a68bf49d009dcc.jpg,0,0,0,0,0,1,powdery_mildew
85af3898caf1ea85.jpg,1,0,0,0,0,0,scab
a0f9a52c45ec656b.jpg,0,1,0,0,0,0,healthy
81ea6b2592e69697.jpg,0,1,0,0,0,0,healthy
d07397423fc705e8.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
fa87606135ce25ba.jpg,1,0,0,0,0,0,scab
b78bc64dca03316e.jpg,0,1,0,0,0,0,healthy
fb0ad06e836dda60.jpg,1,0,0,0,0,0,scab
b8ec878268c4537f.jpg,0,1,0,0,0,0,healthy
f98b90de67360564.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
95385a2db0e79595.jpg,0,1,0,0,0,0,healthy
95cb3b9998371299.jpg,0,0,0,0,0,1,powdery_mildew
dd9535ea0f35a809.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
c0b4778ba7de3e00.jpg,1,0,0,0,0,0,scab
f2b4979c49cb7c01.jpg,0,0,0,1,0,0,rust
a8f797c2ea07e00e.jpg,1,0,0,0,0,0,scab
c5b63ad0d06a0f75.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
de8f68644dc2746c.jpg,0,1,0,0,0,0,healthy
94934aba435fac69.jpg,0,0,0,0,1,0,complex
fc11c63989f089f9.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
9ff27d97580b5900.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
b7bcc2da298038fc.jpg,0,1,0,0,0,0,healthy
b56188556e1be2ce.jpg,0,0,0,1,1,0,rust complex
99da488e2f27626b.jpg,0,0,0,0,1,0,complex
c3b9d40f641afe41.jpg,0,0,0,0,1,1,powdery_mildew complex
84846d9648c3f77d.jpg,0,1,0,0,0,0,healthy
d51e2acf1df30285.jpg,1,0,0,0,0,0,scab
e94663ad9c2ee530.jpg,0,0,0,1,0,0,rust
8cd6ec1e7621e30b.jpg,0,0,0,0,1,0,complex
f8b3c10d8fdfc0c0.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
ad5ac0c1c5e96735.jpg,0,0,0,0,1,0,complex
eb9b52d1bb02b425.jpg,1,0,0,0,0,0,scab
aaa8f1a0bb55d4b2.jpg,0,1,0,0,0,0,healthy
83d0cf2310be1ff1.jpg,1,0,0,0,0,0,scab
b6d2c384f10d2f96.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
fdb184d0d9cd234a.jpg,0,1,0,0,0,0,healthy
e6f260b7b415d434.jpg,0,0,0,1,0,0,rust
dede496a0d012f0f.jpg,1,0,0,0,0,0,scab
e5b169ac895d4c66.jpg,1,0,0,0,0,0,scab
f09fca099f91881f.jpg,0,1,0,0,0,0,healthy
e3119307928fb375.jpg,0,0,0,0,1,0,complex
cfdf5e7de4801006.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
dec62497d6c2194d.jpg,0,0,0,0,0,1,powdery_mildew
84e6b7af0f070ed0.jpg,0,0,0,0,1,0,complex
80f09587dfc7988e.jpg,0,0,0,1,0,0,rust
84d36a4db60d7653.jpg,1,0,0,0,0,0,scab
bcbc9194bd02566b.jpg,0,1,0,0,0,0,healthy
e493c289c66f313e.jpg,0,0,0,1,1,0,rust complex
858d396779517874.jpg,0,0,0,0,0,1,powdery_mildew
8222954dabf46ad7.jpg,0,0,0,0,1,0,complex
c22d66b2ac73b8ac.jpg,0,1,0,0,0,0,healthy
df293a954ec6249a.jpg,1,0,0,0,0,0,scab
ff80007f94bf9c50.jpg,0,0,0,1,0,0,rust
aaa3a3c34ae7a1d4.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
d2bec3716ea20da8.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
b46fe87692c50ba8.jpg,0,0,0,1,0,0,rust
a07c8d85566667ab.jpg,0,0,0,0,1,0,complex
b04dd238ddb254d5.jpg,0,1,0,0,0,0,healthy
b10bdb383c339a4b.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
b07af06ecde90f20.jpg,0,0,0,0,1,0,complex
af53c8c83a9ce332.jpg,0,0,0,1,0,0,rust
a30283ff461df30e.jpg,1,0,0,0,0,0,scab
f435ce08387b46e9.jpg,0,0,0,0,0,1,powdery_mildew
81e229bc5e2eaa2f.jpg,1,0,0,0,0,0,scab
c2d3429b9f8d588d.jpg,1,0,0,0,0,0,scab
dcfdaa770621a1a8.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
a3b91b0417d7de81.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
ebd6720be20d354c.jpg,1,0,0,0,0,0,scab
e7c298d55c949c39.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f494deeb68c56150.jpg,0,1,0,0,0,0,healthy
cb18c829fdc633c9.jpg,1,0,0,0,0,0,scab
f4e5f048f45d08f4.jpg,0,1,0,0,0,0,healthy
fa85f08f521ef830.jpg,1,0,0,0,0,0,scab
c0f3931a78e1c6e6.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
c1b98f4e3d25352a.jpg,0,1,0,0,0,0,healthy
9d788a91891b8f79.jpg,0,1,0,0,0,0,healthy
fd16c06dcde108f4.jpg,1,0,0,0,0,0,scab
f839d5b00f871c96.jpg,0,1,0,0,0,0,healthy
edd4c1cb0f9d3428.jpg,0,1,0,0,0,0,healthy
d0f977184aeff008.jpg,0,0,0,0,0,1,powdery_mildew
d3f77b6121cb0909.jpg,0,1,0,0,0,0,healthy
c4aaa98c6b8df315.jpg,1,0,0,0,0,0,scab
aab2d652cb521dc5.jpg,1,0,0,0,0,0,scab
c0843f6d9d1af895.jpg,0,0,0,0,0,1,powdery_mildew
9e5545d1a89c9ab5.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
81bff2bd0a418cd5.jpg,1,0,0,0,0,0,scab
a1da16f659309f1c.jpg,0,1,0,0,0,0,healthy
e79420638f6e12f6.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
cf7065c1868b82df.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
b71d2ed1226a2d53.jpg,0,0,0,1,0,0,rust
b5aef6c1aa156922.jpg,0,0,0,0,1,0,complex
8ae23fc2603eb569.jpg,1,0,0,0,0,0,scab
f188cf314e132af9.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
92e0d3568f0e2db6.jpg,1,0,0,0,0,0,scab
b1a48f3e491b3ce8.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
afba6a878a9711c2.jpg,1,0,0,0,0,0,scab
82fbc0aac897d785.jpg,1,0,0,0,0,0,scab
c0ea06c9bfa5d8a6.jpg,1,0,0,0,0,0,scab
9b6a318cc5721d73.jpg,0,0,0,0,0,1,powdery_mildew
c0989fbf06716ba1.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
89cdadcee4d43438.jpg,1,0,0,0,0,0,scab
bfb7e420d212c3c6.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
e502a3f00fc5fe07.jpg,1,0,0,0,0,0,scab
daca2d309662bb99.jpg,0,1,0,0,0,0,healthy
f6b7d282c89cac0d.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
85f59fcc60bcc701.jpg,0,1,0,0,0,0,healthy
cc9e079032bdb1cd.jpg,0,0,1,1,0,0,rust frog_eye_leaf_spot
ebc641c1c7e283ea.jpg,0,1,0,0,0,0,healthy
f0387bb0da855acc.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f69283c5cd6740a7.jpg,0,1,0,0,0,0,healthy
be8f90593134d3cc.jpg,0,0,0,0,1,0,complex
902b269c0ddbe3e5.jpg,0,0,0,1,0,0,rust
a7da82951078773b.jpg,0,1,0,0,0,0,healthy
9d48d164ee86678b.jpg,0,1,0,0,0,0,healthy
c5d6399c60be03f8.jpg,1,0,0,0,0,0,scab
a98081d51bdede0f.jpg,0,1,0,0,0,0,healthy
feb4c15ec94a9544.jpg,0,0,0,1,0,0,rust
a1a43bea926f6932.jpg,1,0,0,0,0,0,scab
d7d824eb48d7502e.jpg,0,1,0,0,0,0,healthy
f0dac1f4cd07a2b2.jpg,0,0,0,1,0,0,rust
d1d97b25a5c7502a.jpg,0,1,0,0,0,0,healthy
9ae094aff48315ea.jpg,1,0,0,0,0,0,scab
ef6d8576095a5982.jpg,0,0,0,1,0,0,rust
e8b095988f6b582f.jpg,0,0,0,0,1,0,complex
96a676c2a8bfc950.jpg,0,0,0,1,0,0,rust
b3e48dcd53d20d29.jpg,0,0,0,0,1,1,powdery_mildew complex
974834984e46b77b.jpg,0,0,0,0,0,1,powdery_mildew
dfa466523fb3a110.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
c58ea38f303c9976.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
bfef9081d499c609.jpg,0,1,0,0,0,0,healthy
c50aeff62a25ab84.jpg,0,0,0,0,0,1,powdery_mildew
8a972fc8126ef136.jpg,1,0,0,0,0,0,scab
9b0f6d12b4b336c2.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
86fc580d66c66bd4.jpg,1,0,0,0,0,0,scab
80bf683dd70c3fa0.jpg,1,0,0,0,0,0,scab
a03e498e51ae57f4.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f4c00e3edcca3a39.jpg,0,0,0,1,0,0,rust
b4c925bb4ab2a555.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
b71e6797c12486d4.jpg,0,1,0,0,0,0,healthy
bd528d0a1ee0f2e3.jpg,0,1,0,0,0,0,healthy
c26b6c6573674991.jpg,0,0,0,0,0,1,powdery_mildew
a8aa915abe68b565.jpg,0,1,0,0,0,0,healthy
bcd27b8e43638616.jpg,1,0,0,0,0,0,scab
96fc8cc2450defa4.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
9997f32b363c3818.jpg,1,0,0,0,0,0,scab
f2a9148ff9da5450.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
f875d06c1ae9a0b5.jpg,0,1,0,0,0,0,healthy
a48ddbe948f554a8.jpg,1,0,0,0,0,0,scab
c6692e2313d9f8c9.jpg,1,0,0,0,0,0,scab
b47e86749a321d4b.jpg,0,1,0,0,0,0,healthy
e28fd2359960e927.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
cfaf3414911e9a78.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
a7e917976a12233c.jpg,0,1,0,0,0,0,healthy
fa8f7558aa489694.jpg,0,0,0,1,0,0,rust
d6e22683f092f05f.jpg,0,0,0,0,0,1,powdery_mildew
8f29b095d11f82f5.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
e7a782e08b0f1f54.jpg,0,0,0,0,1,0,complex
fc84f09c5b7c6168.jpg,0,0,0,0,1,0,complex
fd24ca4ac9ca8aae.jpg,0,1,0,0,0,0,healthy
ff285b448b6c84e5.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
a8c0747f0c9a63eb.jpg,0,1,0,0,0,0,healthy
b0dfcd898ac115f8.jpg,0,1,0,0,0,0,healthy
cea13e1073b2c25f.jpg,0,1,0,0,0,0,healthy
afc5cbb900ab56a4.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
a0ded23d382532f3.jpg,0,0,0,1,0,0,rust
9dff08c36ca1037a.jpg,0,1,0,0,0,0,healthy
fca480ce8fce8c87.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
ddec1e9cc21c270d.jpg,1,0,0,0,0,0,scab
d0dd3c34c2954d7a.jpg,0,0,0,1,0,0,rust
acaf965e59693150.jpg,1,0,0,0,0,0,scab
c04fd22fcea4cf90.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
9fb7dfb1a0436003.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f7a6917c9b4c5444.jpg,0,1,0,0,0,0,healthy
c4c206aeb43bbad3.jpg,0,0,0,1,0,0,rust
e7b7c571f108611c.jpg,0,0,0,0,0,1,powdery_mildew
fc6b801addb05ce1.jpg,1,0,1,0,0,0,scab frog_eye_leaf_spot
b4689274cab6d89b.jpg,0,1,0,0,0,0,healthy
de8ed0f86c6262f0.jpg,0,1,0,0,0,0,healthy
d9873876fce2422c.jpg,1,0,0,0,0,0,scab
97eb17c48a16ec0b.jpg,1,0,0,0,0,0,scab
c2883f3c52b2e29f.jpg,0,1,0,0,0,0,healthy
f5e9d20dbda8600b.jpg,0,0,0,1,0,0,rust
b5b0f48e17256f48.jpg,0,0,0,0,1,0,complex
d42a9acd4a98a5bb.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
f6b1f2d2823a193c.jpg,0,1,0,0,0,0,healthy
c8d2da9a82c6e3ad.jpg,0,1,0,0,0,0,healthy
e181f99f84663353.jpg,0,1,0,0,0,0,healthy
a4a0b4d39747db43.jpg,0,0,0,0,1,0,complex
91e4cd8a1cd381f7.jpg,0,0,0,0,1,0,complex
d8c973f3d121d0d1.jpg,0,0,0,0,1,0,complex
fa04e7286fcd6254.jpg,1,0,0,0,0,0,scab
fc1cd80c0be96c73.jpg,1,0,0,0,0,0,scab
b5a7434d3d84369c.jpg,0,1,0,0,0,0,healthy
f39913d6da357408.jpg,0,0,0,0,1,1,powdery_mildew complex
d0a953c03d96e98f.jpg,0,0,0,1,0,0,rust
c19dc333f7a318c2.jpg,1,0,0,0,0,0,scab
e1f112f8656464af.jpg,0,1,0,0,0,0,healthy
cd27ce297630c761.jpg,0,0,0,0,1,0,complex
e876271f32e0899e.jpg,1,0,0,0,0,0,scab
a9aafd0b042b0aef.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
bf8124945878fba9.jpg,0,0,0,1,0,0,rust
bad6cdcbc493a064.jpg,0,0,0,1,0,0,rust
c931fa18cede0e85.jpg,1,0,0,0,0,0,scab
dec53a0f92d0926b.jpg,0,0,0,1,0,0,rust
95b0ca6c25bd3e92.jpg,0,0,0,1,0,0,rust
ba84d297977c0359.jpg,0,0,1,0,0,0,frog_eye_leaf_spot
c23fc6deb209d581.jpg,1,0,0,0,0,0,scab
d6c992e9d084e3a7.jpg,0,1,0,0,0,0,healthy
c9b8af646aa45a6a.jpg,1,0,0,0,0,0,scab
87e237d25043537b.jpg,1,0,0,0,0,0,scab
f592d2c0d8c4e4ee.jpg,1,0,1,0,1,0,scab frog_eye_leaf_spot complex
c0eb21e0177473fc.jpg,1,0,0,0,0,0,scab
851aa29da98f734b.jpg,0,1,0,0,0,0,healthy
b3eba582cc133e15.jpg,1,0,0,0,0,0,scab
